,NAO(J),NAO,EA_WR,NP,NBRA,AMO(s),TNA,PWR,SWMRR,BEST,PNA,TNI,Hurricane activity,SR,AMM,AMO,SF,Niño(3),SOI,TSA,Niño(4),QBO,PDO,GMOT,Niño(3.4),EP_NP,AT,NOI,Niño(1+2),WHWP,CIP,TPI(IPO),Month,AO,WP,CAR,ONI,AAO,ENSO,MEI,GIAM,NTA
501,0.88,0.48,0.99,1014.57,74.0,-0.16699999999999998,0.12,0.017,1.15,-0.51,-1.08,-0.5589999999999999,0.5,38.0,0.54,-0.132,2087.0,-0.4,1.3,0.28,-0.45,-21.3,-0.12,0.39,-0.4,0.0,0.272,0.9079999999999999,-0.48,-0.8,90.0,-0.58,10,0.991,1.5,-0.17,-0.22,0.136,-0.70657,-0.56,-0.11,-0.17
502,-2.97,0.03,0.55,1014.05,-54.0,-0.165,-0.04,-0.027999999999999997,0.07,0.06,-0.7,-0.8390000000000001,0.0,-11.0,-0.24,-0.159,2351.0,-0.59,-0.4,-0.06,-0.54,-19.01,-0.5,0.21,-0.45,-0.04,-0.408,0.9279999999999999,-0.24,-0.5,8.0,-0.64,11,0.034,-0.47,-0.11,-0.16,0.5720000000000001,-0.24894000000000002,-0.33,0.42,-0.12
503,-2.23,-1.15,0.07,1005.28,334.0,-0.162,0.22,-0.035,0.42,0.27,0.57,-1.0190000000000001,0.0,9.0,1.63,-0.162,2130.0,-0.38,-0.9,-0.25,-0.12,-13.54,-0.21,0.41,-0.13,,0.06,0.474,-0.4,0.03,75.0,-0.1,12,-0.644,-1.98,-0.06,-0.05,-0.445,0.25851,-0.02,0.32,-0.13
504,3.5,0.7,0.18,1007.57,-88.0,-0.16,-0.08,-0.055999999999999994,0.95,0.15,-1.09,-1.314,0.0,0.0,-0.18,-0.308,2101.0,-0.29,-0.1,-0.34,0.16,-8.71,-0.3,0.51,0.01,-0.58,-0.961,2.57,-0.48,-0.13,12.0,-0.11,1,1.001,1.37,0.02,0.14,-0.35200000000000004,0.09333999999999999,0.12,0.65,-0.11
505,5.11,1.16,-0.14,1017.47,-22.0,-0.158,-0.1,0.126,1.07,1.12,-2.78,-1.6469999999999998,0.0,-6.0,-1.27,-0.171,1783.0,0.01,-3.0,0.13,0.38,-6.74,-0.65,0.46,0.21,-1.86,-1.135,1.4080000000000001,-0.16,-0.12,131.0,-0.07,2,3.4019999999999997,0.24,0.06,0.21,1.151,0.98115,0.43,0.85,-0.13
506,3.11,1.13,-0.03,1010.16,-172.0,-0.155,-0.04,-0.015,0.94,0.61,0.04,-1.6340000000000001,0.0,-23.0,-1.6,-0.188,1888.0,-0.28,-0.7,0.32,0.31,0.95,-0.62,0.93,0.04,0.03,-1.102,0.7609999999999999,-0.44,-0.31,22.0,-0.23,3,2.99,-0.13,0.09,0.28,0.414,0.7408899999999999,0.61,1.28,-0.04
507,1.77,2.03,-1.11,1015.76,-20.0,-0.151,0.06,0.008,1.08,0.32,-0.62,-1.5730000000000002,0.0,-11.0,-0.8,-0.127,1853.0,-0.1,0.3,0.35,0.12,5.72,0.27,0.64,0.08,1.72,-0.7020000000000001,-1.401,-0.52,0.66,8.0,0.09,4,1.879,-0.84,0.04,0.29,-1.879,0.48188000000000003,0.17,0.69,0.02
508,-1.19,-1.37,2.25,1014.35,,-0.146,0.13,0.071,0.69,-0.29,0.27,-1.714,0.0,19.0,0.61,-0.068,1897.0,0.16,2.0,-0.06,-0.06,11.46,0.44,0.51,0.08,0.21,0.128,-1.015,-0.24,0.49,645.0,0.01,5,0.943,0.17,-0.01,0.29,-1.8030000000000002,0.17294,0.03,0.65,0.02
509,0.42,0.29,-0.54,1015.8,-36.0,-0.14,-0.02,-0.006,0.37,0.12,-1.39,-1.81,0.0,-133.0,-0.3,-0.066,1709.0,-0.04,0.5,0.08,-0.05,12.9,0.44,0.42,-0.08,0.71,-0.063,0.40700000000000003,-0.3,0.87,1963.0,-0.08,6,0.304,0.77,-0.07,0.31,0.09300000000000001,-0.5372600000000001,0.04,0.59,0.0
510,1.43,0.56,0.54,1016.9,23.0,-0.13699999999999998,0.06,0.016,3.31,0.03,-0.26,-1.88,2.25,82.0,0.91,-0.031,1807.0,0.01,0.9,-0.11,0.02,12.54,0.27,0.69,0.09,0.88,-0.2,-1.7790000000000001,-0.66,0.62,2498.0,-0.15,7,-0.29600000000000004,0.42,-0.06,0.33,-1.215,0.3084,0.17,1.06,0.0
511,3.31,1.12,0.45,1015.14,-30.0,-0.134,0.3,-0.025,2.6,0.47,1.76,-2.165,7.5,-330.0,2.1,0.043,2226.0,0.11,-0.3,-0.13,0.13,12.63,0.11,0.46,0.22,-0.39,0.187,-1.2790000000000001,-0.44,0.44,3931.0,-0.13,8,-0.18,0.59,-0.03,0.38,0.466,0.36216,0.06,0.95,0.07
512,-0.99,1.18,0.33,1013.64,88.0,-0.131,0.4,-0.151,2.33,0.55,-0.46,-2.399,10.0,-199.0,2.08,0.13699999999999998,1774.0,0.12,-1.2,-0.07,0.22,13.21,0.38,0.2,0.22,0.78,0.665,-0.368,-0.49,2.84,1903.0,-0.02,9,-0.21,0.68,0.03,0.39,1.482,-0.0395,0.21,0.97,0.13
513,-0.59,0.76,0.66,1014.46,14.0,-0.128,0.41,-0.013999999999999999,0.67,0.17,-0.91,-2.38,7.0,-80.0,1.35,0.10300000000000001,1820.0,-0.14,0.4,0.1,0.39,12.39,-0.69,0.58,0.21,-0.43,0.5870000000000001,0.9420000000000001,-0.7,2.67,774.0,-0.17,10,0.66,0.11,0.01,0.35,0.139,-0.16341,-0.06,0.59,0.15
514,-1.48,-0.39,1.24,1019.14,-23.0,-0.125,0.33,-0.045,1.1,0.4,-1.66,-2.437,0.0,-6.0,0.83,-0.063,1843.0,-0.2,-0.8,0.17,0.5,11.55,-1.69,0.57,0.1,-0.76,0.284,3.355,-0.65,0.73,75.0,-0.21,11,0.521,0.59,-0.02,0.4,-0.359,0.28412,0.12,0.45,0.1
515,0.34,0.11,-0.63,1011.87,34.0,-0.12300000000000001,0.17,-0.052000000000000005,1.56,0.4,-1.62,-2.3569999999999998,0.0,3.0,-0.54,-0.045,2049.0,-0.08,-0.4,0.22,0.65,10.68,-2.23,0.49,0.35,,0.16399999999999998,3.352,-0.5,0.03,111.0,-0.18,12,1.2770000000000001,0.61,0.0,0.41,-0.312,0.72101,0.28,0.42,0.0
516,1.87,0.49,0.93,1007.73,65.0,-0.12,-0.14,-0.001,0.88,0.12,0.2,-2.109,0.0,-4.0,-1.29,-0.205,2294.0,0.13,1.0,0.12,0.58,8.71,-2.02,0.5,0.49,-0.45,-0.983,1.973,-0.54,-0.03,15.0,-0.06,1,0.723,-1.3,0.03,0.41,0.8690000000000001,-0.0165,0.16,0.49,-0.13
517,-0.02,0.74,-0.67,1002.75,-29.0,-0.11699999999999999,-0.11,-0.069,0.7,0.23,1.13,-2.09,0.0,4.0,-1.19,-0.127,2430.0,0.0,0.4,0.06,0.54,8.44,-1.19,0.59,0.32,0.31,-0.7140000000000001,-1.423,-0.38,-0.03,30.0,0.04,2,-0.8759999999999999,-0.78,0.02,0.26,-0.852,-0.07318999999999999,0.08,0.49,-0.3
518,-1.37,-0.61,0.3,1014.73,187.0,-0.11599999999999999,-0.22,-0.038,2.46,0.64,-1.21,-2.002,0.0,18.0,-2.06,-0.079,2300.0,-0.16,-1.1,0.14,0.34,9.0,-0.74,0.46,0.03,-0.38,-0.769,-4.147,-0.21,0.44,27.0,0.0,3,-0.527,1.83,0.02,0.22,0.522,0.62531,0.21,0.19,-0.41
519,1.48,0.17,-1.28,1014.04,-2.0,-0.113,-0.39,-0.022000000000000002,0.08,0.86,0.38,-1.7930000000000001,0.0,29.0,-3.57,-0.14300000000000002,1988.0,-0.05,-1.0,0.31,0.34,10.69,-1.01,0.66,0.19,-0.14,-0.96,1.9409999999999998,-0.3,0.96,95.0,-0.25,4,0.53,0.7,0.03,0.26,-0.639,-0.0279,0.21,-0.04,-0.54
520,-0.04,0.12,-0.81,1014.46,-46.0,-0.111,-0.42,-0.001,0.68,1.37,-0.63,-1.766,0.0,258.0,-4.43,-0.16399999999999998,1903.0,0.24,-1.7,0.49,0.46,3.82,-0.51,0.38,0.26,-1.13,-0.715,1.095,-0.33,0.72,73.0,0.15,5,0.486,0.56,0.02,0.45,-0.539,0.77713,0.35,0.15,-0.57
521,-0.31,-0.52,-1.17,1016.24,-78.0,-0.11,-0.43,-0.018000000000000002,1.04,0.94,-0.92,-1.8430000000000002,0.0,-29.0,-5.03,-0.14,2068.0,0.68,-0.2,0.44,0.38,-3.34,-1.47,0.63,0.52,1.02,-0.846,-0.023,0.21,1.49,1626.0,0.33,6,-0.115,0.63,-0.04,0.64,-1.155,1.2746,0.89,0.18,-0.58
522,-0.28,-0.46,1.35,1016.62,-92.0,-0.109,-0.39,0.062,1.97,0.71,0.28,-1.672,0.0,97.0,-4.12,-0.11699999999999999,2120.0,0.83,0.0,0.05,0.45,-10.36,-0.1,0.59,0.76,-0.58,-0.987,-0.747,0.6,0.89,3276.0,0.16,7,-0.188,-1.73,-0.07,0.73,-1.22,0.83845,0.88,0.03,-0.5
523,2.71,1.46,0.43,1014.95,699.0,-0.107,-0.29,0.039,2.4,0.82,-0.28,-1.706,2.25,75.0,-2.15,-0.11900000000000001,2103.0,0.51,-0.7,-0.33,0.47,-14.69,0.36,0.54,0.68,-0.81,-0.75,-0.861,0.37,-0.46,2188.0,0.4,8,0.797,-1.15,-0.06,0.64,0.036000000000000004,0.95747,0.42,0.0,-0.37
524,-1.12,0.61,0.48,1011.72,-72.0,-0.105,-0.14,-0.113,1.71,1.02,1.15,-1.655,3.75,-320.0,0.38,-0.048,1806.0,0.36,-2.5,-0.36,0.33,-13.96,0.65,0.52,0.42,1.2,0.28600000000000003,-1.395,0.46,-0.69,370.0,0.57,9,-0.11199999999999999,-0.58,-0.1,0.62,-0.513,0.9052100000000001,0.62,-0.46,-0.29
525,-1.77,0.3,-0.86,1013.58,238.0,-0.105,-0.11,-0.185,0.6,1.28,-2.35,-1.6569999999999998,1.75,125.0,-1.31,-0.273,2013.0,0.61,-1.7,-0.36,0.7,-12.21,0.49,0.32,0.86,1.24,-0.564,-0.972,0.65,-1.36,70.0,0.65,10,-0.252,-0.32,-0.2,0.79,-0.623,0.7026399999999999,1.09,-0.34,-0.25
526,1.68,0.37,-0.69,1008.35,191.0,-0.10300000000000001,-0.15,-0.209,1.72,1.0,0.22,-1.6640000000000001,0.5,-20.0,-1.22,-0.272,1720.0,0.95,-1.1,-0.34,0.69,-12.27,0.42,0.3,1.2,1.01,-0.239,1.875,0.72,-1.78,70.0,0.96,11,0.285,-0.94,-0.27,1.21,-0.804,1.5234299999999998,1.17,-0.36,-0.3
527,1.24,0.34,1.99,1007.76,-91.0,-0.102,-0.18,-0.239,1.86,1.82,0.17,-1.625,0.0,-2.0,-2.19,-0.225,2239.0,1.25,-2.9,-0.08,0.81,-12.68,0.09,0.3,1.69,,-0.32899999999999996,-3.825,0.83,-0.29,37.0,1.08,12,1.6130000000000002,0.29,-0.29,1.53,-2.0669999999999997,0.59275,1.29,0.64,-0.21
528,0.64,-0.66,2.49,998.86,-46.0,-0.099,0.0,-0.212,1.07,2.12,0.99,-1.3630000000000002,0.0,30.0,-1.47,-0.201,2176.0,1.37,-4.7,-0.27,0.62,-13.96,0.05,0.55,1.84,-0.17,0.282,-4.1530000000000005,0.47,-0.04,18.0,1.04,1,0.55,0.35,-0.22,1.71,0.073,2.36302,1.7,1.04,-0.1
529,3.18,0.77,0.92,1007.0,58.0,-0.09699999999999999,0.04,-0.165,1.36,1.51,0.09,-0.945,0.0,12.0,-0.98,-0.105,2321.0,1.27,-1.5,-0.26,0.89,-14.33,0.31,0.39,1.78,0.7,0.152,-8.402000000000001,0.61,0.1,20.0,1.0,2,1.122,-0.81,-0.17,1.63,-1.6269999999999998,1.62374,1.59,1.5,-0.13
530,1.66,0.51,-0.7,1010.31,-42.0,-0.096,-0.18,-0.212,2.24,2.22,0.46,-0.48,0.0,-8.0,-0.75,-0.10300000000000001,1713.0,1.05,-3.3,-0.4,0.64,-16.84,0.67,0.55,1.38,1.28,-0.04,-8.342,1.24,0.55,5.0,1.06,3,0.9840000000000001,1.12,-0.14,1.48,-1.01,2.5723700000000003,1.72,1.52,-0.24
531,1.32,1.88,0.77,1013.95,-55.0,-0.095,-0.29,-0.11800000000000001,0.41,2.05,-0.29,-0.278,0.0,4.0,-1.21,-0.195,1585.0,1.17,-1.7,-0.57,0.46,-17.79,0.75,0.27,1.2,1.46,-0.419,-3.2769999999999997,2.19,2.72,22.0,1.28,4,-0.521,-0.62,-0.23,1.29,-0.439,1.66474,1.98,1.26,-0.35
532,0.8,2.49,1.53,1015.85,-149.0,-0.095,-0.18,-0.022000000000000002,2.0,1.19,1.2,-0.363,0.0,170.0,-0.34,-0.233,1254.0,1.19,0.4,-0.66,0.31,-15.96,1.54,0.25,1.04,1.02,-0.573,-2.12,2.22,1.98,128.0,1.3,5,1.341,-0.21,-0.22,1.06,-2.032,1.7164599999999999,1.69,0.68,-0.33
533,-1.74,0.51,1.55,1013.8,-13.0,-0.096,-0.11,-0.027999999999999997,0.66,1.18,1.36,-0.564,0.0,-21.0,0.02,-0.162,1167.0,0.55,-1.0,-0.8,0.27,-15.34,1.26,0.3,0.58,-0.14,-0.39899999999999997,-2.053,0.85,0.96,1205.0,0.84,6,-0.302,-0.17,-0.13,0.73,-2.193,0.84234,1.58,0.06,-0.28
534,1.04,0.19,1.15,1017.3,-77.0,-0.09699999999999999,-0.01,-0.076,2.02,0.69,0.38,-0.992,0.0,71.0,0.68,-0.23,1322.0,-0.06,-1.0,-0.6,0.31,-12.05,1.9,0.01,0.22,1.83,-0.7609999999999999,-2.161,-0.07,0.74,1950.0,0.75,7,0.191,1.17,-0.05,0.37,-0.5660000000000001,0.03925,0.76,0.38,-0.3
535,3.97,0.97,0.99,1015.84,-13.0,-0.099,-0.23,-0.102,3.34,-0.08,-0.37,-1.276,4.5,-62.0,0.08,-0.392,1221.0,-0.08,0.6,-0.66,0.14,-4.75,1.44,0.13,0.05,0.43,-1.7590000000000001,0.41700000000000004,-0.14,-1.3,3572.0,0.47,8,0.535,1.19,-0.07,0.09,-0.35,-0.11165,0.08,0.27,-0.31
536,0.99,-0.28,-1.4,1014.96,-75.0,-0.10099999999999999,-0.21,-0.145,0.56,-0.02,-1.13,-1.317,9.5,-71.0,-0.02,-0.381,1168.0,-0.07,0.1,-0.56,0.1,1.3,0.83,-0.06,-0.06,-0.87,-1.756,0.281,0.03,-0.53,1455.0,0.34,9,-0.64,-1.02,-0.19,-0.13,0.435,0.43427,0.5,0.43,-0.32
537,-3.33,-1.4,1.53,1011.7,-69.0,-0.10099999999999999,-0.06,-0.196,0.66,0.75,0.4,-1.219,2.0,-54.0,0.06,-0.311,1317.0,-0.34,-2.3,-0.52,0.0,3.94,0.93,0.04,-0.3,0.59,-0.81,-2.741,0.01,0.54,480.0,0.46,10,-0.366,0.81,-0.2,-0.25,-0.319,-0.9098200000000001,0.81,0.03,-0.3
538,4.52,1.12,0.13,1009.84,-56.0,-0.10099999999999999,-0.3,-0.34,0.53,0.36,0.8,-1.146,0.0,49.0,-0.71,-0.34600000000000003,1452.0,-0.46,-1.1,-0.79,-0.01,6.33,0.93,0.01,-0.28,0.3,-0.8140000000000001,0.898,-0.07,-0.42,100.0,0.42,11,0.7170000000000001,1.26,-0.17,-0.28,0.122,0.6240399999999999,0.73,0.4,-0.28
539,0.21,0.35,0.36,1013.12,-85.0,-0.1,-0.23,-0.341,2.57,0.41,-1.53,-0.878,0.0,-3.0,-1.34,-0.29600000000000004,1391.0,-0.36,-0.9,-0.36,0.07,8.19,0.53,0.24,-0.15,,-0.7559999999999999,-0.86,-0.1,0.08,5.0,0.42,12,1.6269999999999998,0.08,-0.07,-0.13,0.244,0.35649000000000003,0.78,0.93,-0.26
540,3.91,1.35,0.64,1010.81,-74.0,-0.099,-0.25,-0.35600000000000004,3.88,0.59,-1.48,-0.8190000000000001,0.0,-4.0,-2.26,-0.252,1210.0,-0.11,-1.5,-0.25,0.22,9.63,0.05,0.33,0.14,-0.65,-0.753,-6.047000000000001,-0.01,-0.14,1.0,0.54,1,3.495,-0.22,-0.07,0.09,-2.021,0.16607,0.83,1.43,-0.27
541,0.11,0.12,1.83,1002.44,-48.0,-0.096,-0.25,-0.46299999999999997,2.42,0.74,0.44,-0.6679999999999999,0.0,7.0,-2.51,-0.198,1426.0,0.39,-1.2,-0.13,0.1,10.81,0.19,0.37,0.41,2.12,-0.20600000000000002,-7.893,0.3,0.03,68.0,0.64,2,0.184,0.24,-0.12,0.3,0.43700000000000006,0.7083699999999999,0.93,1.32,-0.28
542,1.47,0.3,0.43,1007.56,-130.0,-0.09300000000000001,-0.23,-0.27699999999999997,1.17,0.81,0.94,-0.41700000000000004,0.0,69.0,-3.14,-0.256,1364.0,0.4,-0.8,-0.09,0.05,11.36,0.76,0.33,0.39,0.21,-0.326,-2.469,0.6,0.21,79.0,0.79,3,0.764,-0.48,-0.24,0.5,-0.37799999999999995,0.70548,0.78,1.25,-0.25
543,0.83,0.91,0.39,1009.7,-191.0,-0.09,-0.07,-0.276,0.22,1.71,1.26,-0.267,0.0,5.0,-3.26,-0.185,1159.0,0.84,-1.9,0.2,0.04,12.6,1.21,0.31,0.59,0.71,-0.2,-0.7140000000000001,1.25,2.19,39.0,1.04,4,-0.435,-1.67,-0.31,0.67,0.087,1.33938,0.98,1.17,-0.16
544,-2.59,-0.67,-0.87,1012.52,-151.0,-0.08800000000000001,-0.04,-0.295,0.87,1.2,2.43,-0.48100000000000004,0.0,-71.0,-2.3,-0.17600000000000002,1124.0,1.07,-0.6,0.03,0.07,13.56,2.13,0.29,0.78,0.37,-0.419,-7.225,1.15,2.13,75.0,1.17,5,-1.607,0.96,-0.28,0.7,1.26,1.11693,1.48,1.34,-0.07
545,0.16,-0.29,0.87,1015.0,-60.0,-0.085,0.07,-0.218,0.46,1.39,0.66,-0.629,0.0,2.0,-0.88,-0.193,1093.0,0.44,-1.4,-0.03,0.04,6.55,2.34,0.21,0.35,1.59,-0.6459999999999999,-1.215,1.04,0.94,1658.0,1.08,6,-0.52,0.04,-0.22,0.57,1.218,0.73234,1.5,1.02,-0.09
546,0.64,-3.14,-0.21,1016.91,21.0,-0.08199999999999999,-0.17,-0.299,0.82,0.94,-0.28,-0.8540000000000001,0.0,149.0,-2.55,-0.289,990.0,0.24,-1.3,0.05,0.07,0.38,2.35,0.33,0.23,0.73,-1.2209999999999999,-0.212,0.7,0.47,3213.0,0.77,7,-0.511,-0.31,-0.16,0.32,1.9569999999999999,0.20988,0.91,0.89,-0.15
547,0.75,0.03,-0.33,1015.85,-27.0,-0.079,-0.11,-0.33299999999999996,3.84,0.92,-0.17,-1.028,4.5,-142.0,-2.52,-0.24100000000000002,937.0,0.24,-1.6,0.04,0.13,-1.2,2.69,0.19,0.13,0.66,-0.652,-2.359,0.56,-0.42,2048.0,0.82,8,-0.39299999999999996,0.52,-0.19,0.25,1.083,0.57853,0.62,0.52,-0.23
548,-2.6,-0.41,2.23,1015.66,6.0,-0.076,-0.12,-0.292,0.62,0.65,-0.97,-1.186,5.0,-32.0,-2.64,-0.17600000000000002,870.0,0.32,-1.2,0.44,0.3,-1.14,1.56,0.14,0.35,2.48,-0.539,-0.408,0.38,0.19,2096.0,0.88,9,-0.361,-0.44,-0.17,0.15,1.061,0.155,0.64,0.49,-0.25
549,-4.13,-0.26,0.99,1012.5,-56.0,-0.07200000000000001,-0.13,-0.434,1.03,0.96,-0.17,-1.17,0.0,-60.0,-3.22,-0.255,1003.0,0.13,-1.8,0.69,0.02,-4.04,1.41,0.28,0.06,2.44,-1.1159999999999999,-3.037,0.55,0.56,728.0,0.88,10,-0.565,1.14,-0.16,0.1,0.748,0.77563,0.95,0.14,-0.33
550,0.77,2.56,0.58,1013.88,-60.0,-0.068,-0.34,-0.16,1.47,0.24,-0.35,-1.162,0.0,32.0,-5.27,-0.33,959.0,-0.01,-0.1,0.75,0.09,-5.76,1.24,0.08,0.0,0.31,-1.358,-0.252,0.31,-0.54,40.0,0.75,11,1.002,0.83,-0.12,0.04,0.324,0.17294,0.7,-0.02,-0.44
551,2.17,1.36,-0.95,1006.82,-70.0,-0.064,-0.41,-0.226,0.29,0.12,0.42,-1.005,0.0,-3.0,-5.93,-0.305,1048.0,0.09,0.3,0.5,0.18,-6.0,1.07,0.26,0.16,,-1.383,0.239,0.02,0.11,101.0,0.78,12,-0.10400000000000001,0.89,-0.12,0.06,1.028,0.15359,0.26,-0.33,-0.54
552,1.28,0.7,-1.21,1008.31,31.0,-0.062,-0.59,-0.20800000000000002,0.3,0.16,-0.8,-1.203,0.0,-6.0,-6.23,-0.308,1150.0,0.2,-0.2,0.32,0.11,-7.64,1.21,0.39,0.1,2.38,-1.439,1.699,-0.09,-0.13,146.0,0.42,1,-0.28800000000000003,0.47,-0.09,0.06,0.723,0.12552,0.02,-0.45,-0.6
553,0.07,0.08,1.14,1010.4,45.0,-0.06,-0.61,-0.048,1.09,-0.07,-1.27,-1.399,0.0,-4.0,-5.47,-0.321,996.0,-0.08,0.4,0.12,-0.06,-9.84,0.59,0.1,0.06,0.47,-1.807,-1.061,-0.33,-0.22,64.0,0.23,2,-0.862,-1.16,-0.06,0.07,1.157,-0.13718,-0.17,-0.51,-0.62
554,3.68,0.92,-1.77,1012.37,95.0,-0.057999999999999996,-0.6,-0.152,1.38,0.52,0.23,-1.611,0.0,-1.0,-5.56,-0.29100000000000004,904.0,-0.35,-1.1,0.24,0.05,-11.29,0.8,0.29,0.11,-1.06,-1.27,-1.0,-1.01,-0.26,4.0,0.3,3,1.881,-0.22,0.0,0.17,0.693,-0.81079,-0.21,-0.65,-0.6
555,1.38,1.1,-0.82,1013.97,2.0,-0.055999999999999994,-0.46,-0.138,0.99,1.1,-0.7,-1.847,0.0,-9.0,-4.92,-0.212,791.0,-0.38,-2.1,0.18,0.11,-14.71,1.05,0.55,0.26,0.98,-1.1079999999999999,-0.003,-1.27,0.54,143.0,0.49,4,0.225,-0.14,0.04,0.31,-0.052000000000000005,0.26879000000000003,0.03,-0.65,-0.54
556,-1.43,-0.48,0.82,1013.61,,-0.052000000000000005,-0.5,-0.154,1.5,0.89,0.48,-2.339,0.0,-16.0,-4.82,-0.21899999999999997,799.0,-0.1,-1.1,0.11,0.23,-18.03,1.23,0.25,0.31,-0.76,-1.34,-0.914,-1.06,0.22,91.0,0.45,5,-0.115,1.08,0.01,0.42,-0.153,0.16057000000000002,0.0,-0.92,-0.48
557,2.99,1.84,-0.15,1016.87,302.0,-0.05,-0.43,-0.21899999999999997,0.49,0.83,-1.36,-2.75,0.0,8.0,-3.49,-0.23399999999999999,773.0,-0.06,-0.7,-0.18,0.26,-23.09,0.46,0.59,0.32,-0.14,-1.42,1.0,-0.91,0.94,2451.0,0.56,6,1.6059999999999999,0.48,-0.09,0.41,-1.682,0.5979800000000001,0.25,-0.93,-0.4
558,-0.09,1.34,1.69,1017.21,-23.0,-0.049,-0.39,-0.275,1.3,1.11,-0.06,-2.8,0.0,49.0,-2.31,-0.244,805.0,-0.28,-2.2,-0.26,0.5,-28.65,0.06,0.4,0.24,0.9,-1.841,-0.782,-0.87,0.94,3436.0,0.31,7,0.35100000000000003,1.11,-0.21,0.44,-0.49200000000000005,1.02119,0.88,-1.14,-0.3
559,-1.59,0.36,0.79,1017.52,-72.0,-0.048,-0.29,-0.262,2.24,1.33,-1.38,-2.609,2.0,409.0,-2.24,-0.248,761.0,-0.26,-2.0,-0.17,0.71,-27.02,-0.79,0.3,0.53,0.83,-1.442,-0.9259999999999999,-1.03,-0.59,2882.0,0.17,8,0.828,2.59,-0.23,0.43,1.91,0.7069,0.84,-0.52,-0.29
560,-2.85,-1.14,-0.82,1013.8,-53.0,-0.047,-0.24,-0.42100000000000004,1.54,1.18,-2.02,-2.5,0.0,446.0,-1.71,-0.165,790.0,-0.05,-2.6,-0.15,0.54,-19.07,-1.36,0.43,0.48,0.24,-1.042,-1.4069999999999998,-0.15,0.25,1613.0,0.35,9,-0.084,-0.93,-0.17,0.55,-0.9470000000000001,1.27871,1.06,-0.36,-0.28
561,-1.88,-0.54,-0.25,1012.66,,-0.046,-0.08,-0.263,1.32,1.29,-0.09,-2.194,0.0,332.0,-1.42,-0.07200000000000001,877.0,0.52,-1.9,-0.05,0.69,-10.29,-1.32,0.44,0.75,-0.4,0.386,-1.6,0.8,0.79,362.0,0.67,10,0.174,0.46,0.0,0.74,-0.578,1.2788,1.47,-0.2,-0.26
562,1.68,0.54,2.17,1016.69,-37.0,-0.046,-0.03,-0.177,1.56,1.02,-1.61,-1.6569999999999998,5.25,19.0,-1.7,-0.032,809.0,0.89,-0.9,0.08,0.75,-0.3,-1.96,0.52,1.11,-2.04,0.168,1.3559999999999999,0.6,-0.29,70.0,0.73,11,1.7790000000000001,0.77,0.11,1.01,-0.7929999999999999,0.8474200000000001,0.99,-0.02,-0.24
563,2.86,1.78,1.35,1005.4,,-0.044000000000000004,-0.13,-0.10099999999999999,1.59,1.33,0.39,-1.493,0.0,-4.0,-2.24,-0.10400000000000001,774.0,0.82,-2.0,0.2,0.92,5.93,-1.79,0.48,1.25,,-0.22899999999999998,-2.533,0.86,0.27,17.0,0.75,12,0.894,0.27,0.16,1.09,0.9329999999999999,1.14523,0.87,0.65,-0.18
564,2.7,0.57,-1.11,1002.19,-64.0,-0.044000000000000004,-0.05,-0.094,1.89,0.84,0.2,-1.726,0.0,-6.0,-1.37,-0.075,827.0,0.77,-0.7,0.4,0.72,8.38,-0.49,0.58,1.02,1.03,-0.004,-11.749,0.73,0.04,287.0,0.82,1,-0.154,-0.18,0.12,0.96,1.4480000000000002,0.34518000000000004,0.77,1.21,-0.13
565,3.13,0.85,-0.6,1006.59,,-0.042,-0.04,-0.043,1.14,0.7,0.68,-1.911,0.0,-4.0,-1.66,-0.053,856.0,0.45,-0.2,0.61,0.71,8.01,0.46,0.94,0.73,0.05,0.321,-2.735,0.1,0.08,28.0,0.58,2,1.429,-2.05,0.09,0.72,0.5329999999999999,-0.09856000000000001,0.48,1.43,-0.03
566,1.06,0.91,0.56,1011.94,30.0,-0.04,-0.05,-0.156,1.35,0.44,0.03,-2.19,0.0,11.0,-3.49,0.003,851.0,-0.03,1.2,0.74,0.71,8.79,0.75,0.52,0.46,0.61,0.153,-4.533,-0.49,-0.1,162.0,0.5,3,0.39299999999999996,-1.04,0.11,0.53,-0.154,-0.51966,0.14,1.24,0.06
567,-1.81,-1.07,-1.18,1013.9,194.0,-0.038,0.11,-0.040999999999999995,0.97,0.96,0.04,-2.296,0.0,41.0,-1.58,0.063,777.0,-0.4,-1.1,0.61,0.52,11.79,0.83,0.57,0.28,1.13,0.835,-0.973,-1.55,0.48,51.0,0.2,4,-0.963,0.72,0.17,0.3,0.649,0.38868,0.18,1.19,0.18
568,-0.36,-1.33,-0.82,1013.84,63.0,-0.036000000000000004,0.3,-0.005,1.23,0.63,0.09,-2.263,0.0,-10.0,0.76,0.258,755.0,-0.72,-0.6,0.59,0.39,14.92,1.46,0.4,-0.11,0.72,1.807,-1.4340000000000002,-1.41,0.16,94.0,0.24,5,-0.8909999999999999,0.91,0.21,0.14,1.3969999999999998,0.13914,0.16,1.05,0.26
569,-3.36,0.44,0.15,1014.58,,-0.036000000000000004,0.48,0.08900000000000001,0.7,0.28,0.9,-2.004,0.75,-67.0,1.33,0.35100000000000003,757.0,-0.55,0.2,0.64,0.21,15.62,1.27,0.55,-0.14,0.02,2.011,-0.292,-0.93,1.58,815.0,0.39,6,-0.11199999999999999,-1.32,0.2,-0.03,-0.802,-0.09679,0.0,0.74,0.32
